field,value,source_doi,source_pdf,char_span
instrument,Dionex Series 3000 Ion Chromatography System,10.1021/acs.est.7b01278,10_1021_acs_est_7b01278.pdf,"[1367, 1411]"
instrument,Shimadzu TOC-LCPH analyzer,10.1021/acs.est.7b01278,10_1021_acs_est_7b01278.pdf,"[6696, 6722]"
sample_type,Dissolved Organic Matter (DOM),10.1021/acs.est.7b01278,10_1021_acs_est_7b01278.pdf,"[6548, 6578]"
instrument,9.4 tesla Fourier transform ion cyclotron resonance mass spectrometer,10.1021/acs.est.7b01278,10_1021_acs_est_7b01278.pdf,"[8843, 8912]"
ionization_method,negative-ion electrospray ionization,10.1021/acs.est.7b01278,10_1021_acs_est_7b01278.pdf,"[8778, 8814]"
sample_type,"Sand patties, sediments, and seawater",10.1021/acs.est.7b01278,10_1021_acs_est_7b01278.pdf,"[9263, 9300]"
sample_type,sulfate,10.1021/acs.est.7b01278,10_1021_acs_est_7b01278.pdf,"[10281, 10288]"
sample_type,Sulfate depletion,10.1021/acs.est.7b01278,10_1021_acs_est_7b01278.pdf,"[11116, 11133]"
sample_type,triplicate incubations,10.1021/acs.est.7b01278,10_1021_acs_est_7b01278.pdf,"[11150, 11172]"
sample_type,sterile negative controls,10.1021/acs.est.7b01278,10_1021_acs_est_7b01278.pdf,"[11187, 11212]"
instrument,Shimadzu UV-1601PC,10.1021/acs.est.7b01914,10_1021_acs_est_7b01914.pdf,"[1930, 1948]"
instrument,Horiba Aqualog,10.1021/acs.est.7b01914,10_1021_acs_est_7b01914.pdf,"[3376, 3390]"
sample_type,storm fl ow samples,10.1021/acs.est.7b01914,10_1021_acs_est_7b01914.pdf,"[3053, 3072]"
software_tools,MATLAB (R2014A),10.1021/acs.est.7b01914,10_1021_acs_est_7b01914.pdf,"[3736, 3750]"
sample_type,DOM (DOM aromaticity and molecular character),10.1021/acs.est.7b01914,10_1021_acs_est_7b01914.pdf,"[4462, 4523]"
instrument,custom-built FT-ICR mass spectrometer,10.1021/acs.est.7b01914,10_1021_acs_est_7b01914.pdf,"[5309, 5346]"
ionization_method,negative-ion electron spray ionization,10.1021/acs.est.7b01914,10_1021_acs_est_7b01914.pdf,"[5369, 5407]"
facility,"National High Magnetic Field Laboratory, Florida State University",10.1021/acs.est.7b01914,10_1021_acs_est_7b01914.pdf,"[5415, 5480]"
ionization_method,FT-ICR MS,10.1021/acs.est.7b01914,10_1021_acs_est_7b01914.pdf,"[6004, 6013]"
sample_type,TMP,10.1021/acs.est.7b01914,10_1021_acs_est_7b01914.pdf,"[8059, 8062]"
sample_type,whole water samples,10.1021/acs.est.7b01914,10_1021_acs_est_7b01914.pdf,"[9787, 9806]"
software_tools,Microsoft Excel 2016,10.1021/acs.est.7b01914,10_1021_acs_est_7b01914.pdf,"[11858, 11878]"
software_tools,MATLAB,10.1021/acs.est.7b01914,10_1021_acs_est_7b01914.pdf,"[12045, 12051]"
sample_type,data,10.1021/acs.est.7b01914,10_1021_acs_est_7b01914.pdf,"[15451, 15455]"
sample_type,oil,10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[121, 124]"
sample_type,Petroleum,10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[1174, 1183]"
instrument,GC/APCI-MS,10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[2232, 2242]"
ionization_method,atmospheric pressure chemical ionization (APCI),10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[2347, 2387]"
sample_type,petroleum biomarkers,10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[2286, 2306]"
ionization_method,APCI,10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[3457, 3461]"
sample_type,Analytes,10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[3432, 3440]"
software_tools,MassLynx 4.1,10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[3742, 3754]"
instrument,custom-built FT-ICR mass spectrometer,10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[4847, 4884]"
ionization_method,atmospheric pressure photoionization (APPI),10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[5210, 5253]"
sample_type,Samples,10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[4774, 4781]"
sample_type,the Samples,10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[7223, 7234]"
software_tools,PetroOrg with a nonlinear iterative partial least-squares (NIPALS) algorithm,10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[6827, 6903]"
instrument,GC/APCI-MS/MS,10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[8383, 8396]"
sample_type,Mega Plume oil seep sample,10.1021/acs.est.7b04445,10_1021_acs_est_7b04445.pdf,"[8418, 8444]"
instrument,Agilent 7890,10.1021/acs.est.7b05346,10_1021_acs_est_7b05346.pdf,"[2679, 2691]"
sample_type,Control oil samples,10.1021/acs.est.7b05346,10_1021_acs_est_7b05346.pdf,"[1874, 1893]"
instrument,highresolution ( m / Δ m 50% ≈ 4000) time-of- fl ight mass spectrometer,10.1021/acs.est.7b05346,10_1021_acs_est_7b05346.pdf,"[3334, 3405]"
facility,National High Magnetic Field Laboratory at Florida State University,10.1021/acs.est.7b05346,10_1021_acs_est_7b05346.pdf,"[4212, 4279]"
software_tools,custom code written in Igor 6.3.7 (Wavemetrics),10.1021/acs.est.7b05346,10_1021_acs_est_7b05346.pdf,"[3919, 3966]"
ionization_method,negative electrospray ionization,10.1021/acs.est.7b05346,10_1021_acs_est_7b05346.pdf,"[4747, 4779]"
ionization_method,positive electrospray ionization,10.1021/acs.est.7b05346,10_1021_acs_est_7b05346.pdf,"[4832, 4864]"
instrument,FT-ICR MS 40,10.1021/acs.est.7b05346,10_1021_acs_est_7b05346.pdf,"[4787, 4799]"
instrument,FT-ICR MS,10.1021/acs.est.7b05346,10_1021_acs_est_7b05346.pdf,"[4872, 4881]"
sample_type,products in biotransformed crude oil,10.1021/acs.est.7b05346,10_1021_acs_est_7b05346.pdf,"[5661, 5697]"
sample_type,parent crude oil,10.1021/acs.est.7b05346,10_1021_acs_est_7b05346.pdf,"[5719, 5735]"
instrument,Horiba Scienti fi c Aqualog,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[1719, 1746]"
instrument,N/A,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[3532, 3535]"
ionization_method,N/A,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[3548, 3551]"
facility,N/A,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[3633, 3636]"
software_tools,N/A,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[3644, 3647]"
dataset_accession,N/A,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[3657, 3660]"
ionization_method,13 C- DOC,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[4218, 4227]"
sample_type,%,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[4214, 4215]"
sample_type,aliphatic,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[4955, 4964]"
ionization_method,N/A,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[12830, 12833]"
sample_type,"% ∂ 13 C- DOC, ‰",10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[12765, 12781]"
sample_type,aliphatic island stability (IOS; RA),10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[13139, 13175]"
instrument,custom-built,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[22594, 22606]"
sample_type,Solid DOM isolates,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[22398, 22416]"
instrument,4-T FT-ICR mass spectrometer,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[22609, 22637]"
ionization_method,electrospray ionization,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[22783, 22806]"
facility,National Ocean Sciences Accelerator Mass Spectrometry (NOSAMS) facility,10.1021/acs.est.7b05513,10_1021_acs_est_7b05513.pdf,"[24860, 24931]"
sample_type,Surface and deposited oil residues,10.1021/acs.est.7b05948,10_1021_acs_est_7b05948.pdf,"[41, 75]"
instrument,Shimadzu TOC Vcsn,10.1021/acs.est.8b00016,10_1021_acs_est_8b00016.pdf,"[1881, 1898]"
sample_type,water samples,10.1021/acs.est.8b00016,10_1021_acs_est_8b00016.pdf,"[1470, 1482]"
software_tools,drEEM toolbox,10.1021/acs.est.8b00016,10_1021_acs_est_8b00016.pdf,"[3377, 3390]"
software_tools,MatLab code,10.1021/acs.est.8b00016,10_1021_acs_est_8b00016.pdf,"[3405, 3416]"
instrument,Deltatox II photometer,10.1021/acs.est.8b00016,10_1021_acs_est_8b00016.pdf,"[5498, 5520]"
sample_type,groundwater,10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[56, 67]"
sample_type,stormwater,10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[159, 169]"
facility,University of Central Florida (UCF) campus laboratory,10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[224, 266]"
instrument,custom-built FT-ICRMS,10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[3590, 3611]"
sample_type,water samples,10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[2798, 2811]"
facility,National High Magnetic Field Laboratory (NHMFL),10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[3488, 3535]"
sample_type,Experimentally measured masses,10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[3845, 3875]"
sample_type,water source,10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[6265, 6277]"
sample_type,stormwater inlet with carbon addition,10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[10593, 10630]"
instrument,SM-21,10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[11816, 11821]"
ionization_method,FT-ICR-MS,10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[12902, 12911]"
sample_type,water quality analysis,10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[13437, 13459]"
sample_type,DNA,10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[16486, 16489]"
facility,Bioenvironmental Research Laboratory at UCF,10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[16242, 16285]"
software_tools,StepOne from Applied Biosystems and PowerUp SYBR Green Master Mix,10.1021/acs.est.8b01788,10_1021_acs_est_8b01788.pdf,"[16583, 16648]"
sample_type,Secchi disk depth,10.1021/acs.est.8b02163,10_1021_acs_est_8b02163.pdf,"[1084, 1101]"
sample_type,Water depth,10.1021/acs.est.8b02163,10_1021_acs_est_8b02163.pdf,"[1170, 1181]"
instrument,YSI 6600 V2 multisensor sonde,10.1021/acs.est.8b02163,10_1021_acs_est_8b02163.pdf,"[1430, 1459]"
sample_type,Chlorophyll a,10.1021/acs.est.8b02163,10_1021_acs_est_8b02163.pdf,"[3531, 3544]"
sample_type,algal mats,10.1021/acs.est.8b02163,10_1021_acs_est_8b02163.pdf,"[3676, 3686]"
sample_type,dissolved CH4,10.1021/acs.est.8b02163,10_1021_acs_est_8b02163.pdf,"[3712, 3725]"
sample_type,COD (Chemical Oxygen Demand),10.1021/acs.est.8b02163,10_1021_acs_est_8b02163.pdf,"[3545, 3582]"
instrument,Fourier Transform Ion Cyclotron Resonance Mass Spectrometer,10.1021/acs.est.8b02163,10_1021_acs_est_8b02163.pdf,"[6595, 6641]"
sample_type,samples,10.1021/acs.est.8b02163,10_1021_acs_est_8b02163.pdf,"[6722, 6729]"
instrument,FT-ICR MS,10.1021/acs.est.8b02163,10_1021_acs_est_8b02163.pdf,"[7060, 7069]"
ionization_method,negative-ion electrospray,10.1021/acs.est.8b02163,10_1021_acs_est_8b02163.pdf,"[7034, 7059]"
software_tools,R-studio 0.97.551 (R i386 2.15.2),10.1021/acs.est.8b02163,10_1021_acs_est_8b02163.pdf,"[7963, 7996]"
software_tools,MATLAB R2016b,10.1021/acs.est.8b02163,10_1021_acs_est_8b02163.pdf,"[8068, 8081]"
instrument,Bruker Ultra fl eXtreme,10.1021/acs.est.8b06861,10_1021_acs_est_8b06861.pdf,"[2719, 2742]"
ionization_method,matrix-assisted laser desorption ionization time-of- fl ight/time of fl ight (MALDI-TOF/TOF),10.1021/acs.est.8b06861,10_1021_acs_est_8b06861.pdf,"[2743, 2835]"
ionization_method,ESI,10.1021/acs.est.8b06861,10_1021_acs_est_8b06861.pdf,"[3267, 3270]"
sample_type,charcoal sample,10.1021/acs.est.8b06861,10_1021_acs_est_8b06861.pdf,"[3321, 3336]"
instrument,Horiba Jobin Yvon LabRAM HR,10.1021/acs.est.8b06861,10_1021_acs_est_8b06861.pdf,"[4049, 4076]"
sample_type,Raman spectra,10.1021/acs.est.8b06861,10_1021_acs_est_8b06861.pdf,"[4214, 4227]"
instrument,FEI TM Tecnai F20,10.1021/acs.est.8b06861,10_1021_acs_est_8b06861.pdf,"[6036, 6053]"
sample_type,"Gulf of Mexico Crude Oil (SRM 2779) (Macondo Well Oil, MWO)",10.1021/acs.est.9b00908,10_1021_acs_est_9b00908.pdf,"[42, 101]"
sample_type,an o ff shore fl oating oil mat,10.1021/acs.est.9b00908,10_1021_acs_est_9b00908.pdf,"[248, 279]"
sample_type,sand patty,10.1021/acs.est.9b00908,10_1021_acs_est_9b00908.pdf,"[421, 431]"
sample_type,rock scraping,10.1021/acs.est.9b00908,10_1021_acs_est_9b00908.pdf,"[535, 548]"
sample_type,oiled sand,10.1021/acs.est.9b00908,10_1021_acs_est_9b00908.pdf,"[793, 803]"
facility,National High Magnetic Field Laboratory,10.1021/acs.est.9b00908,10_1021_acs_est_9b00908.pdf,"[2518, 2557]"
instrument,FT-ICR MS,10.1021/acs.est.9b00908,10_1021_acs_est_9b00908.pdf,"[4622, 4631]"
ionization_method,(+) ESI,10.1021/acs.est.9b00908,10_1021_acs_est_9b00908.pdf,"[4774, 4781]"
instrument,Shimadzu total organic carbon (TOC) analyzer,10.1021/acs.est.9b01894,10_1021_acs_est_9b01894.pdf,"[2198, 2242]"
sample_type,DOC concentrations,10.1021/acs.est.9b01894,10_1021_acs_est_9b01894.pdf,"[2158, 2176]"
instrument,custom-built Fourier transform ion cyclotron resonance mass spectrometer,10.1021/acs.est.9b01894,10_1021_acs_est_9b01894.pdf,"[6578, 6650]"
ionization_method,negative-ion electrospray ionization,10.1021/acs.est.9b01894,10_1021_acs_est_9b01894.pdf,"[6526, 6562]"
facility,National High Magnetic Field Laboratory (NHMFL),10.1021/acs.est.9b01894,10_1021_acs_est_9b01894.pdf,"[6697, 6744]"
software_tools,EnviroOrg,10.1021/acs.est.9b01894,10_1021_acs_est_9b01894.pdf,"[6937, 6946]"
sample_type,heavy and light DOMHC samples,10.1021/acs.est.9b01894,10_1021_acs_est_9b01894.pdf,"[7636, 7665]"
instrument,drEEM toolbox 22 for MATLAB,10.1021/acs.est.9b01894,10_1021_acs_est_9b01894.pdf,"[7676, 7692]"
software_tools,"JMP software, version 13.1.0",10.1021/acs.est.9b01894,10_1021_acs_est_9b01894.pdf,"[8226, 8254]"
ionization_method,Fourier transform ion cyclotron resolution mass spectrometry (FT-ICR MS),10.1021/acs.est.9b01894,10_1021_acs_est_9b01894.pdf,"[8557, 8629]"
facility,Chemical Dynamics Beamline 9.0.2 at the Advanced Light Source,10.1021/acs.est.9b03043,10_1021_acs_est_9b03043.pdf,"[607, 668]"
ionization_method,flame ionization detector (GC-FID),10.1021/acs.est.9b06164,10_1021_acs_est_9b06164.pdf,"[2551, 2579]"
sample_type,soil samples,10.1021/acs.est.9b06164,10_1021_acs_est_9b06164.pdf,"[2762, 2774]"
instrument,custom-built 9.4 T and 21T FT-ICR MS,10.1021/acs.est.9b06164,10_1021_acs_est_9b06164.pdf,"[5474, 5500]"
facility,"National High Magnetic Field Laboratory in Tallahassee, FL",10.1021/acs.est.9b06164,10_1021_acs_est_9b06164.pdf,"[5522, 5580]"
ionization_method,-) ESI,10.1021/acs.est.9b06164,10_1021_acs_est_9b06164.pdf,"[5784, 5790]"
sample_type,MA1 - MA9 derived from the samples,10.1021/acs.est.9b06164,10_1021_acs_est_9b06164.pdf,"[6113, 6146]"
instrument,Laser desorption Fourier transform ion cyclotron resonance mass spectrometery (LD FT-ICR MS),10.1021/acs.joc.6b02301,10_1021_acs_joc_6b02301.pdf,"[4285, 4377]"
sample_type,Compound eyes from wild-type Drosophila melanogaster,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[1672, 1724]"
ionization_method,iTRAQ analysis,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[1794, 1808]"
software_tools,Qubit protein assay kit,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[2197, 2220]"
sample_type,extract,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[2890, 2897]"
sample_type,Escherichia coli strain MG1655,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[4129, 4159]"
facility,"Coli Genetic Stock Center, Yale University",10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[4161, 4203]"
sample_type,proteins,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[5650, 5658]"
instrument,in-house-fabricated analytical column,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[6571, 6608]"
ionization_method,nanoelectrospray ionization,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[7097, 7124]"
sample_type,proteins,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[7063, 7071]"
software_tools,Xcalibur,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[7320, 7328]"
instrument,ion cyclotron resonance (ICR) mass analyzer,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[7402, 7445]"
sample_type,E. coli,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[8757, 8764]"
facility,National Resource for Translational and Developmental Proteomics (NRTDP),10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[8551, 8623]"
sample_type,in-gel proteins,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[10055, 10070]"
ionization_method,Matrix-Assisted Laser Desorption Ionization (MALDI),10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[11169, 11220]"
instrument,Shimadzu MALDI-8020,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[12316, 12335]"
ionization_method,MALDI in-source decay (ISD),10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[12257, 12284]"
sample_type,human peripheral blood,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[13194, 13216]"
ionization_method,nanoelectrospray ionization,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[14869, 14896]"
sample_type,Hb,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[14349, 14351]"
instrument,MALDI-TOF MS,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[16349, 16361]"
ionization_method,MALDI,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[16546, 16551]"
sample_type,crude biological samples,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[16319, 16343]"
ionization_method,native MS analysis online with capillary electrophoresis (CE),10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[18803, 18864]"
ionization_method,native ESI MS,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[19704, 19717]"
ionization_method,direct-infusion ESI,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[21048, 21067]"
sample_type,Hb,10.1021/acs.jproteome.0c00303,10_1021_acs_jproteome_0c00303.pdf,"[21110, 21112]"
sample_type,intact protein,10.1021/acs.jproteome.0c00403,10_1021_acs_jproteome_0c00403.pdf,"[1348, 1362]"
ionization_method,nanoelectrospray ionization,10.1021/acs.jproteome.0c00403,10_1021_acs_jproteome_0c00403.pdf,"[2419, 2446]"
sample_type,proteins,10.1021/acs.jproteome.0c00403,10_1021_acs_jproteome_0c00403.pdf,"[2385, 2393]"
software_tools,Xcalibur,10.1021/acs.jproteome.0c00403,10_1021_acs_jproteome_0c00403.pdf,"[2637, 2645]"
instrument,ion cyclotron resonance (ICR) mass analyzer,10.1021/acs.jproteome.0c00403,10_1021_acs_jproteome_0c00403.pdf,"[2856, 2899]"
dataset_accession,MSV000085978,10.1021/acs.jproteome.0c00403,10_1021_acs_jproteome_0c00403.pdf,"[4181, 4193]"
software_tools,TDPortal 22,10.1021/acs.jproteome.0c00403,10_1021_acs_jproteome_0c00403.pdf,"[4640, 4651]"
dataset_accession,MSV000085978,10.1021/acs.jproteome.0c00403,10_1021_acs_jproteome_0c00403.pdf,"[5147, 5159]"
software_tools,Thermo Protein Deconvolution 4.0,10.1021/acs.jproteome.0c00403,10_1021_acs_jproteome_0c00403.pdf,"[5627, 5659]"
software_tools,Proteoform Suite version 0.3.6,10.1021/acs.jproteome.0c00403,10_1021_acs_jproteome_0c00403.pdf,"[6074, 6104]"
software_tools,MetaMorpheus 26,10.1021/acs.jproteome.0c00403,10_1021_acs_jproteome_0c00403.pdf,"[9711, 9726]"
software_tools,Proteoform Suite,10.1021/acs.jproteome.0c00403,10_1021_acs_jproteome_0c00403.pdf,"[12004, 12020]"
software_tools,TDPortal,10.1021/acs.jproteome.0c00403,10_1021_acs_jproteome_0c00403.pdf,"[12241, 12249]"
software_tools,Microsoft Excel,10.1021/acs.jproteome.0c00403,10_1021_acs_jproteome_0c00403.pdf,"[12253, 12268]"
sample_type,HeLa S3 cells,10.1021/acs.jproteome.6b00414,10_1021_acs_jproteome_6b00414.pdf,"[76, 89]"
sample_type,Raw histones,10.1021/acs.jproteome.6b00414,10_1021_acs_jproteome_6b00414.pdf,"[1419, 1431]"
instrument,custom-built 9.4 T Fourier transform ion cyclotron resonance,10.1021/acs.jproteome.6b00414,10_1021_acs_jproteome_6b00414.pdf,"[2425, 2485]"
ionization_method,positive nanoelectrospray,10.1021/acs.jproteome.6b00414,10_1021_acs_jproteome_6b00414.pdf,"[2366, 2391]"
ionization_method,electron capture dissociation (ECD),10.1021/acs.jproteome.6b00414,10_1021_acs_jproteome_6b00414.pdf,"[2935, 2970]"
sample_type,histone H2B proteoforms,10.1021/acs.jproteome.6b00414,10_1021_acs_jproteome_6b00414.pdf,"[3337, 3360]"
instrument,14.5T FT-ICR mass spectrometer,10.1021/acs.jproteome.6b00414,10_1021_acs_jproteome_6b00414.pdf,"[4244, 4274]"
ionization_method,positive nanoelectrospray,10.1021/acs.jproteome.6b00414,10_1021_acs_jproteome_6b00414.pdf,"[4172, 4197]"
sample_type,Samples,10.1021/acs.jproteome.6b00414,10_1021_acs_jproteome_6b00414.pdf,"[4049, 4056]"
sample_type,fragment ions,10.1021/acs.jproteome.6b00414,10_1021_acs_jproteome_6b00414.pdf,"[5495, 5508]"
instrument,nano-HPLC system (ACQUITY MClass),10.1021/acs.jproteome.6b00696,10_1021_acs_jproteome_6b00696.pdf,"[3263, 3295]"
sample_type,Reconstituted protein fractions,10.1021/acs.jproteome.6b00696,10_1021_acs_jproteome_6b00696.pdf,"[2760, 2791]"
ionization_method,microelectrospray ionization,10.1021/acs.jproteome.6b00696,10_1021_acs_jproteome_6b00696.pdf,"[4259, 4287]"
